2022-03-22 19:43:49,093 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2022-03-22 19:43:49,109 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2022-03-22 19:43:49,110 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2022-03-22 19:43:49,111 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2022-03-22 19:43:49,112 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2022-03-22 19:43:49,112 INFO  SwAddin.cs: 197 - Setting up callbacks
2022-03-22 19:43:49,113 INFO  SwAddin.cs: 201 - Setting up command manager
2022-03-22 19:43:49,114 INFO  SwAddin.cs: 204 - Adding command manager
2022-03-22 19:43:49,115 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2022-03-22 19:43:49,116 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2022-03-22 19:43:49,116 INFO  SwAddin.cs: 210 - Adding event handlers
2022-03-22 19:43:49,125 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2022-03-22 19:44:00,672 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2022-03-22 19:44:01,806 INFO  SwAddin.cs: 313 - Saving assembly
2022-03-22 19:44:01,913 INFO  SwAddin.cs: 316 - Opening property manager
2022-03-22 19:44:01,923 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2022-03-22 19:44:01,927 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Assem1
2022-03-22 19:44:01,928 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2022-03-22 19:44:01,929 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2022-03-22 19:44:01,930 INFO  ExportHelperExtension.cs: 1160 - 6 components to check
2022-03-22 19:44:01,931 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1.5in two way-1
2022-03-22 19:44:01,932 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 1.5in two way-1
2022-03-22 19:44:01,933 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1.5in two way-1
2022-03-22 19:44:01,933 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Vertical PVC 3 inch (60 in length) --2
2022-03-22 19:44:01,934 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Vertical PVC 3 inch (60 in length) --2
2022-03-22 19:44:01,934 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Vertical PVC 3 inch (60 in length) --2
2022-03-22 19:44:01,935 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Vertical 2in (24inch length-1
2022-03-22 19:44:01,935 INFO  ExportHelperExtension.cs: 1136 - Found 27 in Vertical 2in (24inch length-1
2022-03-22 19:44:01,936 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Vertical 2in (24inch length-1
2022-03-22 19:44:01,936 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Horizontal PVC 3 inch (120 in length)-1
2022-03-22 19:44:01,937 INFO  ExportHelperExtension.cs: 1136 - Found 32 in Horizontal PVC 3 inch (120 in length)-1
2022-03-22 19:44:01,937 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Horizontal PVC 3 inch (120 in length)-1
2022-03-22 19:44:01,938 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Vertical PVC 3 inch (60 in length) --1
2022-03-22 19:44:01,938 INFO  ExportHelperExtension.cs: 1136 - Found 25 in Vertical PVC 3 inch (60 in length) --1
2022-03-22 19:44:01,939 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Vertical PVC 3 inch (60 in length) --1
2022-03-22 19:44:01,939 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from 1.5in two way-2
2022-03-22 19:44:01,941 INFO  ExportHelperExtension.cs: 1136 - Found 26 in 1.5in two way-2
2022-03-22 19:44:01,942 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in 1.5in two way-2
2022-03-22 19:44:01,942 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2022-03-22 19:44:01,943 INFO  ExportHelperExtension.cs: 1136 - Found 39 in Assem1
2022-03-22 19:44:01,943 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2022-03-22 19:44:01,943 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
